C0000097	1-Methyl-4-Phenyl-1,2,3,6-Tetrahydropyridine (MPTP)	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	1-Methyl-4-Phenyl-1,2,3,6-Tetrahydropyridine (MPTP)		yes	no	no	-1	-1	0.3264	0.3264	0.3264	0000000001	0000000501
C0000097	mptp	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	1-Methyl-4-Phenyl-1,2,3,6-Tetrahydropyridine (MPTP)		no	no	no	0.093898188	0	0.3264	0.140099396	0.140099396	0000000002	0000000501
C0000102	1-naphthylamine	1-naphthylamine	1-naphthylamine		yes	yes	no	-1	-1	-1	-1	-1	0000000003	0000000502
C0000102	alpha-naphthylamine	1-naphthylamine	1-naphthylamine		no	no	no	-1	-1	-1	-1	-1	0000000004	0000000502
C0000163	17 hydroxycorticoids	17-hydroxycorticosteroids	17-hydroxycorticosteroids		no	no	no	-1	-1	-1	-1	-1	0000000005	0000000503
C0000163	17-hydrocorticosteroids	17-hydroxycorticosteroids	17-hydroxycorticosteroids		no	no	no	-1	-1	-1	-1	-1	0000000006	0000000503
C0000163	17-hydroxycorticosteroid	17-hydroxycorticosteroids	17-hydroxycorticosteroids		no	no	no	-1	-1	-1	-1	-1	0000000007	0000000503
C0000163	17-hydroxycorticosteroids	17-hydroxycorticosteroids	17-hydroxycorticosteroids		yes	yes	no	-1	-1	-1	-1	-1	0000000008	0000000503
C0000163	17-ketogenic steroid	17-hydroxycorticosteroids	17-hydroxycorticosteroids		no	no	no	-1	-1	-1	-1	-1	0000000009	0000000503
C0000167	17 ketosteroid	17-ketosteroids	17-ketosteroids		no	no	no	-1	-1	-1	-1	-1	0000000010	0000000504
C0000167	17 ketosteroids	17-ketosteroids	17-ketosteroids		no	no	no	-1	-1	-1	-1	-1	0000000011	0000000504
C0000167	17-ketosteroid	17-ketosteroids	17-ketosteroids		no	no	no	-1	-1	-1	-1	-1	0000000012	0000000504
C0000167	17-ketosteroids	17-ketosteroids	17-ketosteroids		yes	yes	no	-1	-1	-1	-1	-1	0000000013	0000000504
C0000172	18-hydroxycorticosterone	18-hydroxycorticosterone	18-hydroxycorticosterone		yes	yes	no	-1	-1	-1	-1	-1	0000000014	0000000505
C0000263	2-aminopurine	2-aminopurine	aminopurine		no	yes	no	-1	-1	-1	-1	-1	0000000015	0000000506
C0000263	aminopurine	2-aminopurine	aminopurine		yes	no	no	-1	-1	-1	-1	-1	0000000016	0000000506
C0000266	parlodel	parlodel	parlodel		yes	yes	no	0.105836823	0.3035	0.2997	0.236345608	0.236345608	0000000017	0000000507
C0000268	bol	2-bromolysergic acid diethylamide	2-bromolysergic acid diethylamide		no	no	no	-1	-1	-1	-1	-1	0000000018	0000058319
C0000294	mesna	mesna	mesna		yes	yes	no	0.089529486	0.0889	0.2188	0.132409829	0.132409829	0000000019	0000000508
C0000379	3,4-Methylenedioxyamphetamine (MDA)	3,4-methylenedioxyamphetamine	3,4-Methylenedioxyamphetamine (MDA)	a kind of hallucinogenic drug	yes	no	no	-1	-1	0.4182	0.4182	0.4182	0000000020	0000000509
C0000379	mda	3,4-methylenedioxyamphetamine	3,4-Methylenedioxyamphetamine (MDA)	a kind of hallucinogenic drug	no	no	no	0.197720479	0	0.4182	0.205306826	0.205306826	0000000021	0000000509
C0000379	methylenedioxyamphetamine	3,4-methylenedioxyamphetamine	3,4-Methylenedioxyamphetamine (MDA)	a kind of hallucinogenic drug	no	no	no	-1	-1	0.4182	0.4182	0.4182	0000000022	0000000509
C0000379	tenamphetamine	3,4-methylenedioxyamphetamine	3,4-Methylenedioxyamphetamine (MDA)	a kind of hallucinogenic drug	no	no	yes	-1	-1	0.4182	0.4182	0.4182	0000000023	0000000509
C0000392	beta alanine	beta-alanine	beta alanine		yes	no	no	-1	-1	-1	-1	-1	0000000024	0000000510
C0000392	beta-alanine	beta-alanine	beta alanine		no	yes	no	-1	0	-1	0	0	0000000025	0000000510
C0000473	4-aminobenzoic acid	4-aminobenzoic acid	4-aminobenzoic acid		yes	yes	no	-1	-1	0.3987	0.3987	0.3987	0000000026	0000000511
C0000473	acid para-aminobenzoic	4-aminobenzoic acid	4-aminobenzoic acid		no	no	yes	-1	-1	0.3987	0.3987	0.3987	0000000027	0000000511
C0000473	p-aminobenzoic acid	4-aminobenzoic acid	4-aminobenzoic acid		no	no	no	-1	0.7477	0.3987	0.5732	0.5732	0000000028	0000000511
C0000473	paba	4-aminobenzoic acid	4-aminobenzoic acid		no	no	no	0.100526456	0.6326	0.3987	0.377275485	0.377275485	0000000029	0000000511
C0000473	para aminobenzoic acid	4-aminobenzoic acid	4-aminobenzoic acid		no	no	no	-1	-1	0.3987	0.3987	0.3987	0000000030	0000000511
C0000473	para-aminobenzoic acid	4-aminobenzoic acid	4-aminobenzoic acid		no	no	no	-1	0.6379	0.3987	0.5183	0.5183	0000000031	0000000511
C0000473	para-aminobenzoic acid product	4-aminobenzoic acid	4-aminobenzoic acid		no	no	no	-1	-1	0.3987	0.3987	0.3987	0000000032	0000000511
C0000473	paraaminobenzoic acid	4-aminobenzoic acid	4-aminobenzoic acid		no	no	yes	-1	-1	0.3987	0.3987	0.3987	0000000033	0000000511
C0000477	4 aminopyridine	4-aminopyridine	4-aminopyridine		no	no	no	-1	-1	-1	-1	-1	0000000034	0000000512
C0000477	4-aminopyridine	4-aminopyridine	4-aminopyridine		yes	yes	no	0.089529486	0	-1	0.044764743	0.044764743	0000000035	0000000512
C0000481	gamma butyrolactone	4-butyrolactone	gamma-butyrolactone		no	no	no	-1	-1	-1	-1	-1	0000000036	0000000513
C0000481	gamma-butyrolactone	4-butyrolactone	gamma-butyrolactone		yes	no	no	-1	-1	-1	-1	-1	0000000037	0000000513
C0000503	4-hydroxybutyrate	gamma hydroxybutyrate	ghb		no	no	no	-1	-1	0.3791	0.3791	0.3791	0000000038	0000000514
C0000503	gamma hydroxybutyrate	gamma hydroxybutyrate	ghb		no	yes	no	0.33558822	0	0.3791	0.238229407	0.238229407	0000000039	0000000514
C0000503	gamma-hydroxybutyrate	gamma hydroxybutyrate	ghb		no	no	no	-1	-1	0.3791	0.3791	0.3791	0000000040	0000000514
C0000503	ghb	gamma hydroxybutyrate	ghb		yes	no	no	0.187760532	0.3527	0.3791	0.306520177	0.306520177	0000000041	0000000514
C0000530	5 nucleotidase	5'-nucleotidase	5'-nucleotidase		no	no	no	-1	-1	-1	-1	-1	0000000042	0000000515
C0000530	5' nucleotidase	5'-nucleotidase	5'-nucleotidase		no	no	no	-1	-1	-1	-1	-1	0000000043	0000000515
C0000530	5'-nucleotidase	5'-nucleotidase	5'-nucleotidase		yes	yes	no	-1	-1	-1	-1	-1	0000000044	0000000515
C0000530	5-nucleotidase	5'-nucleotidase	5'-nucleotidase		no	no	no	-1	-1	-1	-1	-1	0000000045	0000000515
C0000545	acid eicosapentaenoic	eicosapentaenoic acid	eicosapentaenoic acid		no	no	no	-1	-1	0.1845	0.1845	0.1845	0000000046	0000000516
C0000545	eicosapentaenoic acid	eicosapentaenoic acid	eicosapentaenoic acid		yes	yes	no	0.496028591	0.1127	0.1845	0.26440953	0.26440953	0000000047	0000000516
C0000545	timnodonic acid	eicosapentaenoic acid	eicosapentaenoic acid		no	no	no	-1	-1	0.1845	0.1845	0.1845	0000000048	0000000516
C0000578	5 htp	5-hydroxytryptophan	5-hydroxytryptophan		no	no	no	0.68342396	-1	0.3732	0.52831198	0.52831198	0000000049	0000000517
C0000578	5 hydroxy tryptophan	5-hydroxytryptophan	5-hydroxytryptophan		no	no	no	-1	-1	0.3732	0.3732	0.3732	0000000050	0000000517
C0000578	5 hydroxytryptophan	5-hydroxytryptophan	5-hydroxytryptophan		no	no	no	-1	-1	0.3732	0.3732	0.3732	0000000051	0000000517
C0000578	5-htp	5-hydroxytryptophan	5-hydroxytryptophan		no	no	no	0.089529486	0.3184	0.3732	0.260376495	0.260376495	0000000052	0000000517
C0000578	5-hydroxy tryptophan	5-hydroxytryptophan	5-hydroxytryptophan		no	no	no	-1	0.396	0.3732	0.3846	0.3846	0000000053	0000000517
C0000578	5-hydroxytryptophan	5-hydroxytryptophan	5-hydroxytryptophan		yes	yes	no	0.089529486	0.0915	0.3732	0.184743162	0.184743162	0000000054	0000000517
C0000578	oxitriptan	5-hydroxytryptophan	5-hydroxytryptophan		no	no	no	-1	-1	0.3732	0.3732	0.3732	0000000055	0000000517
C0000598	ticlopidine hcl	ticlopidine hydrochloride	ticlopidine hydrochloride		no	no	no	-1	-1	-1	-1	-1	0000000056	0000000518
C0000598	ticlopidine hydrochloride	ticlopidine hydrochloride	ticlopidine hydrochloride		yes	yes	no	-1	-1	-1	-1	-1	0000000057	0000000518
C0000608	acid aminocaproic	6-aminocaproic acid	aminocaproic acid		no	no	no	-1	-1	-1	-1	-1	0000000058	0000000519
C0000608	aminocaproic acid	6-aminocaproic acid	aminocaproic acid		yes	no	no	0.528905967	0.1454	-1	0.337152984	0.337152984	0000000059	0000000519
C0000608	epsilon aminocaproic acid	6-aminocaproic acid	aminocaproic acid		no	no	no	-1	-1	-1	-1	-1	0000000060	0000000519
C0000608	epsilon-aminocaproic acid	6-aminocaproic acid	aminocaproic acid		no	no	no	-1	-1	-1	-1	-1	0000000061	0000000519
C0000618	6 mercaptopurine	6-mercaptopurine	6-mercaptopurine		no	no	no	-1	-1	0.2579	0.2579	0.2579	0000000062	0000000520
C0000618	6 mp	6-mercaptopurine	6-mercaptopurine		no	no	yes	0.616998011	-1	0.2579	0.437449006	0.437449006	0000000063	0000000520
C0000618	6-mercaptopurine	6-mercaptopurine	6-mercaptopurine		yes	yes	no	0.089529486	0.3267	0.2579	0.224709829	0.224709829	0000000064	0000000520
C0000618	6-mp	6-mercaptopurine	6-mercaptopurine		no	no	no	0.089529486	0.3371	0.2579	0.228176495	0.228176495	0000000065	0000000520
C0000618	6-thiopurine	6-mercaptopurine	6-mercaptopurine		no	no	no	-1	-1	0.2579	0.2579	0.2579	0000000066	0000000520
C0000618	6mp	6-mercaptopurine	6-mercaptopurine		no	no	yes	0.18533507	0.3284	0.2579	0.25721169	0.25721169	0000000067	0000000520
C0000618	mercaptopurine	6-mercaptopurine	6-mercaptopurine		no	no	no	0.206867955	0.2702	0.2579	0.244989318	0.244989318	0000000068	0000000520
C0000658	dhla	8,11,14-eicosatrienoic acid	8,11,14-eicosatrienoic acid		no	no	yes	-1	-1	-1	-1	-1	0000000069	0000000521
C0000665	8 hydroxyquinoline	oxyquinoline	oxine		no	no	no	-1	-1	-1	-1	-1	0000000070	0000000522
C0000665	8-hydroxyquinoline	oxyquinoline	oxine		no	no	no	-1	-1	-1	-1	-1	0000000071	0000000522
C0000665	oxine	oxyquinoline	oxine		yes	no	no	-1	-1	-1	-1	-1	0000000072	0000000522
C0000665	oxyquinoline	oxyquinoline	oxine		no	yes	no	-1	-1	-1	-1	-1	0000000073	0000000522
C0000677	9,10-dimethyl-1,2-benzanthracene (DMBA)	9,10-dimethyl-1,2-benzanthracene	9,10-dimethyl-1,2-benzanthracene (DMBA)	a cancer causing substance found in tobacco smoke	yes	no	no	-1	-1	-1	-1	-1	0000000074	0000000523
C0000677	dimethylbenzanthracene	9,10-dimethyl-1,2-benzanthracene	9,10-dimethyl-1,2-benzanthracene (DMBA)	a cancer causing substance found in tobacco smoke	no	no	no	-1	-1	-1	-1	-1	0000000075	0000000523
C0000677	dmba	9,10-dimethyl-1,2-benzanthracene	9,10-dimethyl-1,2-benzanthracene (DMBA)	a cancer causing substance found in tobacco smoke	no	no	no	-1	-1	-1	-1	-1	0000000076	0000000523
C0000696	a fiber	a fibers	a fibers	a kind of nerve fiber	no	no	no	-1	-1	0.5406	0.5406	0.5406	0000000077	0000000524
C0000696	a fibers	a fibers	a fibers	a kind of nerve fiber	yes	yes	no	-1	0.7253	0.5406	0.63295	0.63295	0000000078	0000000524
C0000702	a dna	DNA, a-form	A-form DNA		no	no	no	-1	-1	-1	-1	-1	0000000079	0000000525
C0000702	a-dna	DNA, a-form	A-form DNA		no	no	no	-1	-1	-1	-1	-1	0000000080	0000000525
C0000702	A-form DNA	DNA, a-form	A-form DNA		yes	no	no	-1	-1	-1	-1	-1	0000000081	0000000525
C0000702	dna formed	DNA, a-form	A-form DNA		no	no	yes	-1	-1	-1	-1	-1	0000000082	0000000525
C0000715	abattoir	abattoirs	abattoir		yes	no	no	-1	-1	-1	-1	-1	0000000083	0000000526
